"imdb_id"	"tmdb_id"	"primaryTitle"	"mainGenre"	"genres"	"isAdult"	"releaseYear"	"releaseDate"	"overview"	"tagline"	"budget"	"revenue"	"averageRating"	"numVotes"
"tt0018867"	253946	"Escape from Hong Kong"	"Adventure"	"Adventure,War"	"0"	1942	1942-05-15	"Three American vaudeville entertainers become involved with spies in Hong Kong, just before Pearl Harbor."	"3 AMERICAN SHARP-SHOOTERS ring the bell at Hong Kong"	0	0	6.3	10
"tt0021617"	421579	"Arizona Territory"	"Adventure"	"Western"	"0"	1950	1950-07-02	"Prospector Jeff Malloy rescues Doris Devlin, owner of a trading post, from an ambush planned by her uncle, Kilburn, who is trying to scare her out of the territory so that he can continue his counterfeiting operations."	"SIX-GUN FURY OF FRONTIER DAYS!"	0	0	5.4	17
"tt0024121"	220596	"Houkutuslintu"	"Adventure"	"Drama"	"0"	1946	1946-02-28	"Marja is a prostitute who has to run away, when her pimp Jussi robs and kills one of her costumers. She finds a hiding place in a mansion on the country side. Marja falls in love with the master of the mansion, but Jussi finds out Marjas whereabouts and comes to meet her."	""	0	0	6	45
"tt0025557"	446027	"El negro que tenía el alma blanca"	"Drama"	"Drama,Musical"	"0"	1951	1951-05-28	""	""	0	0	7.3	25
"tt0029105"	202173	"Lady from Lisbon"	"Drama"	"Comedy"	"0"	1942	1942-09-01	"When she learns that the Nazis have confiscated Leonardo da Vinci's masterpiece Mona Lisa, art-loving South American wanna-be spy Tamara (Jane Carr) journeys to Lisbon to snoop for the Germans in return for the iconic painting. But bumbling Nazi agents, Allied counterspies and multiple copies of the artwork soon confound her attempts at espionage."	""	0	0	6.1	15
"tt0029284"	41463	"My Favorite Wife"	"Comedy"	"Comedy,Romance"	"0"	1940	1940-05-17	"Ellen Arden arrives 7 years after being given up for dead in a shipwreck, to find her husband Nick just remarried to Bianca. The overjoyed Nick awkwardly tries to break the news gently to Bianca. But before he can do that, an unpleasant surprise--news that Ellen has spent the 7 years on a deserted island with fellow-survivor Burkett. Nick's jealousy tries to find out the truth. Hilarious confusion reigns before Nick chooses his favorite wife."	"The funniest, fastest honeymoon ever screened!"	0	0	7.4	7729
"tt0029876"	290338	"El fanfarrón: ¡Aquí llegó el valentón!"	"Adventure"	"Adventure,Drama,Western"	"0"	1940	1943-05-13	"Ranchera melodrama. Filmed in 1938, not released until 1943."	""	0	0	6.8	5
"tt0030998"	201253	"You're Only Young Twice"	"Adventure"	"Comedy"	"0"	1952	1951-07-01	"Seeking her long lost uncle, Ada Shore arrives at Skerryvore University to find him working under another name as the Gate Keeper. Ada is mistaken by the Principal as his new secretary so she jumps headlong into the role"	""	0	0	6.1	68
"tt0031077"	173331	"Band Waggon"	"Comedy"	"Comedy,Musical"	"0"	1940	1940-03-23	"A plot involving spies in a haunted castle gives this team of celebrated British wireless comedians plenty of scope for laughs."	""	0	0	5.6	116
"tt0031084"	257050	"Beating Heart"	"Comedy"	"Comedy,Drama"	"0"	1940	1940-02-01	"Tells the story of a young woman escaping from reform school who tries to steal a foreign ambassador's watch but ends up falling in love with him."	""	0	0	6.9	123
"tt0031146"	418435	"Centomila dollari"	"Drama"	"Comedy"	"0"	1940	1940-03-23	""	""	0	0	5.8	9
"tt0031192"	91650	"Crook's Tour"	"Comedy"	"Comedy,Mystery"	"0"	1941	1941-05-24	"Charters (Basil Radford) and Caldicott (Naunton Wayne) are touring the Middle East. After visiting Saudi Arabia they find themselves in Bagdad where they are mistaken by a group of German spies for the messengers who are to carry a song record by beautiful singer La Palermo (Greta Gynt) which contains secret instructions of the German Intelligence. Realizing their error, the German spies follow Charters and Caldicott to Istanbul and Budapest, trying to eliminate them and retrieve the record."	""	0	0	5.9	195
"tt0031217"	416920	"Dead Man's Shoes"	"Comedy"	"Drama"	"0"	1940	1940-05-05	"An amnesia victim is a well liked and respected member of his community--until one day someone from his past shows up with evidence that in \"the old days\" he had been a notorious criminal, and threatens to expose him unless he pays off."	""	0	0	7.8	18
"tt0031228"	67548	"Devil's Daughter"	"Comedy"	"Drama"	"0"	1946	1946-04-17	""	""	0	0	7.2	47
"tt0031244"	326645	"Dora Nelson"	"Comedy"	"Comedy,Drama"	"0"	1940	1940-01-01	"A humble girl looks so much alike a capricious movies star that she gets to replace her both on the set and in her private life. A remake of a French comedy from 5 years before."	""	0	0	6.7	20
"tt0031271"	283453	"In the Times of Don Porfirio"	"Comedy"	"Comedy,Drama,Musical"	"0"	1940	1940-04-04	"A 1940 film directed by Juan Bustillo Oro."	""	0	0	7.9	34
"tt0031292"	86998	"Familjen Björck"	"Drama"	"Comedy"	"0"	1940	1940-01-20	"The Björcks are an ordinary middle-class family in a large Stockholm apartment with with two children, Greta and Ville. But the family's happiness is threatened in two ways: Greta prefers Börje Schack instead of the well-behaving Bertil. And the flirtatious Mrs. Holten tries to snare Mr. Björck. Plot by Mattias Thuresson."	""	0	0	5.8	32
"tt0031341"	222204	"French Without Tears"	"Drama"	"Comedy"	"0"	1940	1940-02-02	"It is based on the popular West End stage comedy by Terrence Rattigan. It all begins when Diana (Ellen Drew), the sister of a British boy studying in France, arrives in town to flirt with all of her brothers' schoolmates. Alan (Ray Milland), one of the students, successfully resists Diana's charms-meaning of course that Alan and Diana will be in each other's arms by fadeout time. (AllMovie)"	"They Took Their French in One \"Knee-sy\" Lesson!"	0	0	7.1	56
"tt0031348"	209316	"Frontier Vengeance"	"Action"	"Action,Western"	"0"	1940	1940-10-10	"Jim Sanders (Don 'Red' Barry), young cowboy, returns to his hometown for a reunion with his boyhood friend Clay Blackburn (George Offerman Jr.). Once there he learns that Clay's father, Frank Blackburn (Ivan Miller), is the unscrupulous proprietor of a stagecoach line and is out to bankrupt the line run by Joel Hunter (Griff Barnett' ), the father of Jim's sweetheart Ruth Hunter (Betty Moran). Jim is forced to lead the fight against his best friend."	"RANGELAND TROUBLE-SHOOTER"	0	0	5.6	18
"tt0031359"	55207	"Gaslight"	"Action"	"Thriller"	"0"	1940	1940-06-25	"Twenty years after the murder of Alice Barlow, her house is finally occupied again. However, the husband of the couple who have moved in has a secret which he will do anything to keep hidden."	""	0	0	7.4	2910
"tt0031368"	462267	"The Girl Who Forgot"	"Action"	"Comedy"	"0"	1940	1940-02-24	"A young women under a lot of pressure in her life decides to take a train trip to mellow out, but is suddenly stricken with a case of amnesia. A con artist takes advantage..."	""	0	0	5.6	8
"tt0031378"	112001	"Golden Gloves"	"Crime"	"Crime,Drama,Sport"	"0"	1940	1940-08-02	"An amateur boxer's (Richard Denning) girlfriend (Jean Cagney) inspires him to face a ring pro entered by a gangster."	""	0	0	6.3	24
"tt0031394"	250332	"The Green Hornet"	"Adventure"	"Adventure,Crime,Drama"	"0"	1940	1940-01-08	"A newspaper publisher and his Korean servant fight crime as vigilantes who pose as a notorious masked gangster and his aide."	""	0	96683199	7.1	386
"tt0031444"	238353	"Hoots Mon"	"Adventure"	"Comedy"	"0"	1940	1940-04-26	"An English comedian is infuriated by a Scottish comedienne's impersonation of him"	""	0	0	6.5	19
"tt0031466"	184955	"I Take This Woman"	"Adventure"	"Drama"	"0"	1940	1940-02-01	"Georgi has attempted suicide in reaction to an earlier love affair. Now that Dr. Decker has married her he sets out to get her to love him. To make enough to give her what she wants he becomes physician to the rich, abandoning his clinic services to the poor."	""	0	0	6.3	473
"tt0031504"	365042	"Jail Birds"	"Comedy"	"Comedy,Crime"	"0"	1940	1940-04-20	"Two convicts escape prison and get a job in a bakery. Their attempts to go straight are endangered by a third escaped convict."	""	0	0	5	5
"tt0031522"	351873	"Just William"	"Comedy"	"Comedy"	"0"	1940	1940-07-20	"A rascal child recruits his friends as assistants to help his father to get elected to the city council. Sadly, the children accidentally helped two jewel thieves to escape. They feel sorry about this, and then, to redeem themselves, the kids begin investigating a rival candidates conspiracy. Their involvement causes the boy's father to win the elections."	""	0	0	6.2	39
"tt0031548"	252781	"Lady in Distress"	"Comedy"	"Thriller"	"0"	1940	1940-06-15	"A man witnesses a murder that isn't a murder, only to get involved with the magician and his wife who created the illusion. The insanely jealous magician husband eventually kills his wife, making for complications in life of unhappily married man who is now involved more than he ever thought he would be."	""	0	0	6.7	100
"tt0031591"	291257	"Los de abajo"	"Drama"	"Drama,War"	"0"	1940	1940-01-01	"During the Mexican Revolution, the people tired of living in poverty and enduring the atrocities committed by the federals, decide to follow one of their own, General Demetrio Macias, a thief with tricks he learned in jail and who along with \"La Pintada\" decides to take his people to victory. Led by Captain Anastacio Montañez, the newly formed army fight and honor their code at the same time as they loot houses to spread the wealth."	"The grand drama of Mexican people!"	0	0	7.1	28
"tt0031600"	354156	"Gambling Hell"	"Adventure"	"Adventure,Drama"	"0"	1942	1942-12-09	"A thriller about gunrunners in the Far East co-starring Erich von Stroheim and Sessue Hayakawa. When the Germans occupied France, the director was forced to replace von Stroheim with Pierre Renoir and re-shoot several sequences in order to secure distribution."	""	0	0	6.7	111
"tt0031603"	266416	"Made in Germany - Die dramatische Geschichte des Hauses Zeiss"	"Biography"	"Biography,Drama"	"0"	1957	1957-01-24	""	""	0	0	6.5	13
"tt0031612"	245268	"The Man from Down Under"	"Drama"	"Drama,War"	"0"	1943	1943-08-04	"An Australian blowhard raises two orphaned children as his own in the years leading up to WWII."	"THRILLS!  FUN!  ACTION!"	0	0	6.2	157
"tt0031617"	192510	"The Man from Dakota"	"Drama"	"Drama,History,War"	"0"	1940	1940-02-16	"A frontier scout (Wallace Beery), a Boston officer (John Howard) and a Russian girl (Dolores del Rio) escape with a map past Confederates."	""	0	0	5.3	46
"tt0031623"	307556	"Ein Mann auf Abwegen"	"Adventure"	"Adventure,Comedy"	"0"	1940	1940-03-04	""	""	0	0	7	25
"tt0031641"	111577	"Mexican Spitfire"	"Adventure"	"Comedy"	"0"	1940	1940-01-12	"Newlyweds Dennis and Carmelita have several obstacles to deal with in their new marriage: Carmelita's fiery Latin temper, a meddling aunt and a conniving ex-fiancee who's determined to break up their marriage."	"Viva! viva! velez!"	0	0	6.3	224
"tt0031644"	325706	"The Middle Watch"	"Adventure"	"Comedy"	"0"	1940	1940-05-11	"Through a series of unforeseen events, two glamorous young ladies find that they are obliged to spend the night on board the battleship HMS Falcon, where they have been attending a 'bon voyage' reception. At first it seems that Captain Randall will be able to keep them concealed, but then the Admiral unexpectedly arrives on board and orders the ship to sea."	""	0	0	6.3	18
"tt0031682"	375053	"Mrs. Pym of Scotland Yard"	"Crime"	"Crime,Mystery"	"0"	1940	1940-04-13	"An eccentric woman detective investigates the murders of several people who visited the same medium."	""	0	0	5.6	38
"tt0031828"	87060	"The Proud Valley"	"Drama"	"Drama,Music"	"0"	1940	1940-04-06	"In a Welsh coal mining valley, a young man with a beautiful singing voice is called upon to make the ultimate sacrifice when a pit disaster threatens."	""	0	0	6.7	292
"tt0031853"	238727	"Return to Yesterday"	"Drama"	"Drama"	"0"	1940	1940-09-08	"Robert Maine is torn between returning to the glamour of Hollywood and working with a small theatre company in England."	""	0	0	6.4	37
"tt0031870"	358198	"Roll Wagons Roll"	"Drama"	"Western"	"0"	1940	1940-08-16	"The Army sends Tex Masters to find out who is supplying Indians with military guns."	"SMOKING SIX-GUNS BLAZE A BLOODY TRAIL TO OREGON!...Tex rides through renegade ambush and savage Indian massacres...to bring Army law to the untamed prairie!"	0	0	5	12
"tt0031878"	268239	"Rose scarlatte"	"Drama"	"Comedy"	"0"	1940	1940-04-01	"A comedy of errors about marriage and infidelity. Vittorio De Sica's debut film."	""	0	0	7.5	25
"tt0031920"	401834	"She Couldn't Say No"	"Crime"	"Comedy"	"0"	1940	1939-04-20	"A woman arranges a burglary to try to recover a stolen diary with compromising details written in it."	""	0	0	5.3	6
"tt0031976"	43822	"The Stars Look Down"	"Comedy"	"Drama"	"0"	1940	1940-01-22	"The Stars Look Down is based on A. J. Cronin's 1935 novel of the same name, about injustices in a mining community in North East England.  While the novel follows the development of three young men in the small mining town, the film focuses on just one of them; the smart David Fenwick who gets a scholarship to university, meets a girl who only marries him because her former boyfriend has abandoned her, and eventually returns to the mine town as a teacher and takes part in a futile rescue effort when the mine is flooded, trapping both his father and his younger brother."	""	0	0	7.2	717
"tt0032011"	367563	"Ten Days in Paris"	"Comedy"	"Drama"	"0"	1940	1940-06-01	"Rex Harrison plays a young Englishman who suffers periodic bouts of amnesia. When the plane he is riding in crashes, Harrison blacks out again and awakens in Paris. He is told that for the past ten days he has been involved in espionage of some sort or other--and now his life isn't worth two francs. Based on the novel The Disappearance of Roger Tremayne by Bruce Graeme, the seriocomic Ten Days in Paris served as the inspiration for a multitude of future reluctant-spy escapades."	""	0	0	6.4	27
"tt0032103"	374641	"Guerrilla Brigade"	"Drama"	"Drama,History,War"	"0"	1942	1939-07-29	"Episodic story of the resistance to the German invasion of the Ukraine in 1918 during World War 1, and made as an example of the guerrilla warfare and fierce spirit in which Ukrainian peasants were again resisting Teuton onslaughts in 1939. Highlights a small band of guerrillas and their battles using scythes, shotguns and, often, just clubs against the Kaiser's army in the Ukrainian forests."	""	0	0	5.7	13
"tt0032119"	295004	"Weißer Flieder"	"Comedy"	"Comedy,Romance"	"0"	1940	1940-02-28	""	""	0	0	6.6	5
"tt0032125"	119294	"Where's That Fire?"	"Comedy"	"Comedy"	"0"	1940	1939-06-29	"Capt Viking and his incompetent fire crew accidentally foil a plot to steal the crown jewels."	""	0	0	7.4	263
"tt0032161"	351860	"Zlota maska"	"Drama"	"Drama,Romance"	"0"	1940	1940-09-14	"Złota maska (Polish for Golden Mask) is a Polish melodrama film directed by Jan Fethke based on two novels by Tadeusz Dołęga-Mostowicz. Although shot and scheduled for release in 1939, the post-production was interrupted by the outbreak of World War II, the subsequent need to pass German censorship meant it received only limited release in occupied Poland in 1940. The copy which survived has altered credits and subplot removed — scenes with Igo Sym (Nazi collaborator) were cut after the war."	""	0	0	6.2	19
"tt0032168"	355353	"¡Que viene mi marido!"	"Drama"	"Comedy"	"0"	1940	1940-06-06	"Rom-com: collecting on a big inheritance \"forces\" a family to play games with their daughter's marital status."	""	0	0	6.7	16
"tt0032176"	148678	"'Til We Meet Again"	"Drama"	"Drama,Romance"	"0"	1940	1940-04-20	"Dying Joan Ames meets criminal Dan Hardesty on a luxury liner as he is being transported back to America by policeman Steve Burke to face execution. Joan and Dan fall in love, their fates unbeknownst to one another."	"FOUR WEEKS IN WHICH TO LIVE - an eternity in which to die. One of the grandest screen treats."	0	0	6.9	450
"tt0032178"	184971	"20 Mule Team"	"Drama"	"Western"	"0"	1940	1940-05-03	"It is 1892 in Death Valley and the yields from the Borax ore are getting so small that refining it is a losing proposition. The only thing that will save the company is a new deposit of high grade Borax, and Skinner Bill Bragg has a pouch of it that he got from a dead prospector he buried on the road. Stag Roper knows the value of the strike could be worth millions, but he needs Bragg to find the prospector's claim so they can record it and become rich partners. While Roper has no intention of cutting Bragg in on the millions, he also has his eye on young Jean Johnson. Josie Johnson, Jean's mother, sees Roper as the scalawag he is, and that means trouble in Furnace Flat."	"'IT'S GOT THE KICK OF 20 MULES!'"	0	0	6.7	144
"tt0032179"	46832	"21 Days Together"	"Drama"	"Drama"	"0"	1940	1940-04-29	"After Larry Darrent accidentally kills his lover's blackmailing husband, someone else is arrested for the crime. When he is found guilty, Larry and Wanda have just three weeks together before he must give himself up or let an innocent man go to the gallows."	"Excitingly Together!"	0	0	6.2	658
"tt0032181"	43806	"Abe Lincoln in Illinois"	"Biography"	"Biography,Drama,History"	"0"	1940	1940-02-12	"Abe Lincoln in Illinois is a 1940 biographical film which tells the story of the life of Abraham Lincoln from his departure from Kentucky until his election as President of the United States."	"Now on the screen!"	0	0	7.4	1408
"tt0032182"	385131	"Addio, giovinezza!"	"Biography"	"Comedy"	"0"	1940	1940-01-24	"A university student falls in love with a seamstress. But one day he meets a beautiful woman and things become complicated."	""	0	0	5.8	12
"tt0032183"	138406	"Adventure in Diamonds"	"Crime"	"Crime,Drama"	"0"	1940	1940-03-08	"A government pilot (George Brent) falls for a woman (Isa Miranda) helping her partner (John Loder) smuggle diamonds out of South Africa."	""	0	0	7.4	22
"tt0032184"	254504	"Adventures of Red Ryder"	"Crime"	"Western"	"0"	1940	1940-06-28	"Calvin Drake employs a group of low-lifes to drive away land owners along the path of a new railroad; Red Ryder opposes this strategy."	""	144852	0	7.5	82
"tt0032186"	69060	"You're Missing the Point"	"Crime"	"Comedy"	"0"	1940	1940-09-11	"The boyfriend (Cantinflas) of the servant of a rich industrial man, gets into the house in order to kill a mad dog. Suddenly this man appears so the servant tells him that Cantinflas is his wife's brother (Leonardo), who had been lost for years. The rich man then remembers that his father in law's testament could only be paid when all brothers get together, so treats Cantinflas, a real bum, as a king."	""	0	0	8.4	809
"tt0032191"	334096	"Alias the Deacon"	"Adventure"	"Adventure,Comedy"	"0"	1940	1940-05-13	"A hillbilly deacon, who is actually a cardsharp in disguise, becomes involved in a small-town fight game."	"IT'S A THREE RING RUCKUS!"	0	0	6	7
"tt0032194"	43807	"All This, and Heaven Too"	"Drama"	"Drama,Romance"	"0"	1940	1940-07-13	"When lovely and virtuous governess Henriette Deluzy comes to educate the children of the debonair Duc de Praslin, a royal subject to King Louis-Philippe and the husband of the volatile and obsessive Duchesse de Praslin, she instantly incurs the wrath of her mistress, who is insanely jealous of anyone who comes near her estranged husband. Though she saves the duchess's little son from a near-death illness and warms herself to all the children, she is nevertheless dismissed by the vengeful duchess. Meanwhile, the attraction between the duke and Henriette continues to grow, eventually leading to tragedy."	"When Mademoiselle Deluzy-Desportes starts teaching at a girls school, she is confronted with tales and gossip about her, which have become common knowledge among her students. Provoked by her students, she decides to tell them her life story."	0	0	7.6	3550
"tt0032195"	351836	"Everybody at His Station"	"Drama"	"Comedy"	"0"	1940	1940-11-06	"Swedish comedy from 1940. Kurre Karlsson, a simple man of the people, will be called up for military training given by an anti-aircraft units at sea. He does not like the military and will do anything to get away. One day he steals a wallet and in it finds his paper suggesting that a spy is on the move who think stealing trade secrets about the weapons factory in Granefors."	""	0	0	5.2	15
"tt0032198"	302812	"Always a Bride"	"Comedy"	"Comedy,Romance"	"0"	1940	1940-11-02	"A young man wants to marry his sweetheart, but her parents will agree to their wedding only on one condition: he must run for mayor--and win. Comedy."	""	0	0	5.5	123
"tt0032199"	446536	"Am I Guilty?"	"Crime"	"Crime,Drama"	"0"	1940	1940-06-21	"A young black doctor sets out to establish a free clinic in Harlem."	"To Save the Poor He Became a Criminal!"	0	0	4.8	6
"tt0032201"	278894	"Americaner Shadchen"	"Comedy"	"Comedy,Romance"	"0"	1940	1940-01-02	"Nat Silver has been engaged 7 times already. This time, his 8th, he's really going to get married. But a visitor shows up, Shirley's old boyfriend. With a gun ! He'll kill himself unless he can have Shirley back, and Nat graciously gives in. According to Nat's mother, his Uncle Shya was unlucky at love but lucky as a matchmaker, and Nat is just like Shya. Nat tells his family he's going to Italy. But he remains in New York and sets himself up with a new name and new business, Nat Gold, Advisor in Human Relations..."	""	0	0	6.1	54
"tt0032205"	180135	"And One Was Beautiful"	"Drama"	"Drama,Romance"	"0"	1940	1940-04-05	"A teenager falls hard for an irresponsible playboy. Director Robert B. Sinclair's 1940 drama stars Laraine Day, Robert Cummings, Jean Muir, Billie Burke and Esther Dale."	""	0	0	6.5	173
"tt0032206"	43808	"Andy Hardy Meets Debutante"	"Comedy"	"Comedy,Family,Romance"	"0"	1940	1940-07-05	"Judge Hardy takes his family to New York City, where Andy quickly falls in love with a socialite. He finds the high society life too expensive, and eventually decides that he liked it better back home."	"Look out Broadway --  Here comes Mickey!"	0	0	6.8	627
"tt0032207"	395844	"An Angel from Texas"	"Comedy"	"Comedy,Romance"	"0"	1940	1940-04-27	"A pair of slick Broadway producers con a wealthy cowboy into backing their show."	"You've seen a Texas bad-man, you've heard of a Texas tornado – Now – Meet..."	0	0	5.6	159
"tt0032209"	42756	"Angels Over Broadway"	"Adventure"	"Adventure,Comedy,Crime"	"0"	1940	1940-10-02	"A playwright persuades a con artist to help an embezzler go straight."	"A HECTIC ROMANCE TO BLOW THE FISES OUT ALONG MAZDA LANE"	0	0	6.7	696
"tt0032215"	37426	"The Ape"	"Adventure"	"Horror"	"0"	1940	1940-09-30	"A mad scientist searching for a cure for polio. Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing towns people."	"Jungle Beast or Man of Science?"	0	0	4.5	1315
"tt0032216"	114699	"After Mein Kampf?: The Story of Adolph Hitler"	"Biography"	"Biography,Documentary,Drama"	"0"	1940	1940-09-13	"Allied propaganda in the form of cartoons and newsreels shows the rise of Adolf Hitler and the Nazis."	""	0	0	5.6	44
"tt0032218"	282072	"Argentine Nights"	"Comedy"	"Comedy,Music"	"0"	1940	1940-09-06	"An all-girl band flees to Argentina to avoid their creditors. Comedy with songs."	""	0	0	6.2	33
"tt0032219"	194677	"Argila"	"Drama"	"Drama,Romance"	"0"	1940	1940-05-20	"In Rio de Janeiro, Gilberto (Celso Guimarães) is a talented artisan engaged of Marina (Lídia Mattos), working in a pottery factory. He is hired by the millionaire widow Luciana (Carmem Santos) to perform a restoration in her castle in Correas, a district of Petrópolis. He suffers an accident and Luciana lodges and treats him for a long period, and they fall in love for each other."	""	0	0	7.3	34
"tt0032220"	131770	"Arise, My Love"	"Comedy"	"Comedy,Drama,Romance"	"0"	1940	1940-11-08	"In 1939, American Tom Martin, who fought in the Spanish Civil War, awaits execution at the hands of the Fascist victors when reporter Augusta 'Gusto' Nash, for a scoop, aids him in an audacious escape. Of course, Tom tries to romance Gusto; but though she likes him, her career comes first, and Tom himself prefers freedom-fighting to settling down. Comedy becomes drama as their mixed feelings lead them on a circuitous path through the deepening chaos and catastrophe of the early days of World War II."	"Here's the gay, glorious story of a war correspondent and a war ace...a romance that could happen only in 1940!"	0	0	7	580
"tt0032221"	35561	"Arizona"	"Comedy"	"Western"	"0"	1940	1940-12-25	"Phoebe Titus is a tough, swaggering pioneer woman, but her ways become decidedly more feminine when she falls for California bound Peter Muncie. But Peter won't be distracted from his journey and Phoebe is left alone and plenty busy with villains Jefferson Carteret and Lazarus Ward plotting at every turn to destroy her freighting company. She has not seen the last of Peter, however."	"Turbulent Adventure in the Great West!"	0	0	6.9	876
"tt0032222"	256244	"Arizona Frontier"	"Comedy"	"Western"	"0"	1940	1940-08-19	"A government agent (Tex Ritter) uncovers the truth behind a series of raids on a freight company."	"A RED WAVE OF DEATH OVERRUNS THE PLAINS...TILL TEX WINS THE FRIENDSHIP OF RENEGADE INDIANS!"	0	0	6.6	5
"tt0032223"	443493	"Arizona Gang Busters"	"Comedy"	"Western"	"0"	1940	1940-09-16	"Arizona Gang Busters is another pre-WWII saber-rattler that finds a band of renegade gunmen, under the pretense of developing an irrigation project for the reclamation of arid desert land, using airplanes and parachute jumpers to gather valuable military information for a European power."	""	0	0	5.7	9
"tt0032225"	279068	"The Siege of the Alcazar"	"Drama"	"Drama,War"	"0"	1940	1940-01-02	"Directed by Augusto Genina."	""	0	0	6.4	138
"tt0032226"	279192	"Aurat"	"Drama"	"Drama"	"0"	1940	1940-01-02	"The 1940 Hindi film Aurat can rightly be described as Mehboob Khan’s domestic saga that details the pathetic plight of a mother. The plot pivots around the central character Radha a resolute mother, abandoned by her husband, who strives hard against poverty and a lecherous money lender to feed her two sons who grew up with contrasting temperament. The elder one Ramu becomes a tight-laced poor fellow and the younger one Birju becomes a thug. Birju kills the moneylender and kidnaps his daughter who is his childhood love."	""	0	0	7.1	18
"tt0032230"	276613	"Babicka"	"Drama"	"Drama,Romance"	"0"	1940	1940-01-01	"\"Grandmother\" is a highly romanticized autobiographical novel by a Czech 19th century writer, Bozena Nemcova. It's a classical, compulsory reading in Czech schools, about a wise, working-class woman, happier in her simplicity and good heart than the nobles whom she serves."	""	0	0	6.8	86
"tt0032231"	189650	"Babies for Sale"	"Crime"	"Crime,Drama"	"0"	1940	1940-06-14	"A newsman (Glenn Ford) exposes a doctor (Miles Mander) running an adoption ring from a home for expectant mothers."	"Mothers! What would you take for your baby?"	0	0	5.9	64
"tt0032232"	396599	"Bad Man from Red Butte"	"Crime"	"Western"	"0"	1940	1940-06-01	"A cowboy arrives in a town, and is immediately mistaken for his twin brother who is wanted for murder."	"Fighting Fury! Six-guns blasting fiery death as a buckaroo tackles the boss of the badlands!"	0	0	5.2	14
"tt0032233"	300072	"Bal paré"	"Comedy"	"Comedy,Music,Romance"	"0"	1940	1940-05-22	""	""	0	0	7.9	9
"tt0032234"	911	"The Bank Dick"	"Comedy"	"Comedy"	"0"	1940	1940-11-29	"The Bank Dick is a comedy from 1940 starring W.C. Fields (who also wrote the story). The film is one of the greatest works from an American comedian."	"Was His Face Red . . . And His Nose, Too ! when the bandits took the money . . . and the SAFE !"	0	0	7.3	5718
"tt0032239"	374151	"Barnyard Follies"	"Comedy"	"Comedy,Music"	"0"	1940	1940-10-05	"A country orphanage puts on a show with some musicians to save their 4H club from being shut down by greedy politicians."	""	0	0	6.1	14
"tt0032240"	316996	"Bastard"	"Comedy"	"Drama"	"0"	1940	1940-01-10	"Venice Film Festival 1941"	""	0	0	3.4	5
"tt0032245"	26923	"Before I Hang"	"Crime"	"Crime,Horror,Sci-Fi"	"0"	1940	1940-09-17	"A physician on death row for a mercy killing is allowed to experiment on a serum using a criminals' blood, but secretly tests it on himself. He gets a pardon, but finds out he's become a Jekyll-&amp;-Hyde."	"Beware! When Karloff stops the clock, your hour has come!"	0	0	6.1	711
"tt0032246"	218310	"Behind the News"	"Crime"	"Drama"	"0"	1940	1940-12-20	"As suggested by its title, Behind the News was a \"stop the presses!\" yarn set in a big-city newsroom. Lloyd Nolan is top-billed as a cynical reporter with a penchant for sticking his neck out too far. Frank Albertson costars as a cub reporter fresh out of journalism school, whose presence is resented by Nolan and his fellow workers. But it is Albertson who, after running afoul of the law, is instrumental in breaking up a ring of racketeers. Behind the News was remade by Republic as Headline Hunters (55)."	"SEARING DRAMA!"	0	0	5.3	22
"tt0032247"	31445	"Beyond Tomorrow"	"Drama"	"Drama,Fantasy,Romance"	"0"	1940	1940-01-01	"Three ghosts try to help two young lovers whom they knew when alive."	"Is there a better time to fall in love?"	0	0	6.7	995
"tt0032252"	120998	"A Bill of Divorcement"	"Drama"	"Drama"	"0"	1940	1940-05-31	"Father's return from the insane asylum spells calamity for the Fairfield family."	""	0	0	5.7	91
"tt0032253"	290301	"Billy the Kid in Texas"	"Comedy"	"Comedy,Western"	"0"	1940	1940-09-29	"In the second of the \"Billy the Kid\" series from PRC that starred Bob Steele, Billy the Kid is being held on a trumped-up murder charge in a Mexico jail. He escapes and meets his pal, Fuzzy Jones, in Corral City, Texas, which is taking a holiday to allow the cowpunchers of the Lazy A Ranch their periodic spree. In the saloon, Billy is recognized by Dave Hendricks and Flash, two the Lazy A's bed men, as the rider who had held them up after they had robbed the express wagon a few hours earlier. Outside, Billy is ambushed and slightly wounded, and is taken to the express office by Jim Morgan where Mary Barton, the local agent, agrees to tend him until the doctor arrives. Billy turns over the loot he took from the outlaws and he is appointed sheriff, with Fuzzy as his deputy. The Lazy A gang brings in a noted gunfighter, Gil Cooper, who turns out to be Billy's brother. Billy, Gil and Fuzzy eventually rout the outlaw gang, and Gil remains behind with Mary as Billy and Fuzzy ride off."	""	0	0	6.4	42
"tt0032254"	121001	"The Biscuit Eater"	"Drama"	"Drama,Family"	"0"	1940	1940-05-24	"Two little boys have faith in a dog they name Promise, so much faith that they enter him in the championship trials for bird dogs. The favorite is Georgia Boy bred and trained by the boys' fathers. And if Georgia Boy doesn't win, the fathers may both lose their jobs."	"THERE is real DRAMA in this story of a BOY...and his DOG!"	0	0	7.1	169
